date,location,positive_rate
2022-06-01,Poland,0.04
2022-06-02,Poland,0.04
2022-06-03,Poland,0.04
2022-06-04,Poland,0.04
2022-06-05,Poland,0.04
2022-06-06,Poland,0.04
2022-06-07,Poland,0.04
2022-06-08,Poland,0.04
2022-06-09,Poland,0.04
2022-06-10,Poland,0.05
2022-06-11,Poland,0.05
2022-06-12,Poland,0.05
2022-06-13,Poland,0.05
2022-06-14,Poland,0.05
2022-06-15,Poland,0.06
2022-06-16,Poland,0.06
2020-03-15,Spain,0.0
2020-03-16,Spain,0.0
2020-03-17,Spain,0.0
2020-03-18,Spain,0.0
2020-03-19,Spain,0.0
2020-03-20,Spain,0.0
2020-03-21,Spain,0.4
2020-03-22,Spain,0.41
2020-03-23,Spain,0.42
2020-03-24,Spain,0.43
2020-03-25,Spain,0.43
2020-03-26,Spain,0.43
2020-03-27,Spain,0.43
2020-03-28,Spain,0.42
2020-03-29,Spain,0.41
2020-03-30,Spain,0.4
2020-03-31,Spain,0.38
2020-04-01,Spain,0.36
2020-04-02,Spain,0.34
2020-04-03,Spain,0.33
2020-04-04,Spain,0.31
2020-04-05,Spain,0.3
2020-04-06,Spain,0.29
2020-04-07,Spain,0.27
2020-04-08,Spain,0.26
2020-04-09,Spain,0.24
2020-04-10,Spain,0.24
2020-04-11,Spain,0.23
2020-04-12,Spain,0.22
2020-04-13,Spain,0.21
2020-04-14,Spain,0.2
2020-04-15,Spain,0.19
2020-04-16,Spain,0.18
2020-04-17,Spain,0.16
2020-04-18,Spain,0.15
2020-04-19,Spain,0.14
2020-04-20,Spain,0.14
2020-04-21,Spain,0.13
2020-04-22,Spain,0.12
2020-04-23,Spain,0.11
2020-04-24,Spain,0.1
2020-04-25,Spain,0.09
2020-04-26,Spain,0.09
2020-04-27,Spain,0.08
2020-04-28,Spain,0.08
2020-04-29,Spain,0.07
2020-04-30,Spain,0.07
2020-05-01,Spain,0.06
2020-05-02,Spain,0.06
2020-05-03,Spain,0.06
2020-05-04,Spain,0.06
2020-05-05,Spain,0.06
2020-05-06,Spain,0.06
2020-05-07,Spain,0.05
2020-05-08,Spain,0.05
2020-05-09,Spain,0.05
2020-05-10,Spain,0.05
2020-05-11,Spain,0.05
2020-05-12,Spain,0.05
2020-05-13,Spain,0.04
2020-05-14,Spain,0.04
2020-05-15,Spain,0.04
2020-05-16,Spain,0.04
2020-05-17,Spain,0.04
2020-05-18,Spain,0.04
2020-05-19,Spain,0.03
2020-05-20,Spain,0.03
2020-05-21,Spain,0.03
2020-05-22,Spain,0.03
2020-05-23,Spain,0.03
2020-05-24,Spain,0.03
2020-05-25,Spain,0.03
2020-05-26,Spain,0.03
2020-05-27,Spain,0.03
2020-05-28,Spain,0.03
2020-05-29,Spain,0.03
2020-05-30,Spain,0.03
2020-05-31,Spain,0.03
2020-06-01,Spain,0.02
2020-06-02,Spain,0.02
2020-06-03,Spain,0.02
2020-06-04,Spain,0.02
2020-06-05,Spain,0.02
2020-06-06,Spain,0.02
2020-06-07,Spain,0.02
2020-06-08,Spain,0.02
2020-06-09,Spain,0.02
2020-06-10,Spain,0.02
2020-06-11,Spain,0.02
2020-06-12,Spain,0.02
2020-06-13,Spain,0.02
2020-06-14,Spain,0.02
2020-06-15,Spain,0.02
2020-06-16,Spain,0.02
2020-06-17,Spain,0.02
2020-06-18,Spain,0.02
2020-06-19,Spain,0.02
2020-06-20,Spain,0.02
2020-06-21,Spain,0.02
2020-06-22,Spain,0.02
2020-06-23,Spain,0.02
2020-06-24,Spain,0.02
2020-06-25,Spain,0.02
2020-06-26,Spain,0.02
2020-06-27,Spain,0.02
2020-06-28,Spain,0.02
2020-06-29,Spain,0.02
2020-06-30,Spain,0.02
2020-07-01,Spain,0.02
2020-07-02,Spain,0.02
2020-07-03,Spain,0.02
2020-07-04,Spain,0.02
2020-07-05,Spain,0.02
2020-07-06,Spain,0.02
2020-07-07,Spain,0.02
2020-07-08,Spain,0.02
2020-07-09,Spain,0.02
2020-07-10,Spain,0.02
2020-07-11,Spain,0.03
2020-07-12,Spain,0.03
2020-07-13,Spain,0.03
2020-07-14,Spain,0.03
2020-07-15,Spain,0.03
2020-07-16,Spain,0.04
2020-07-17,Spain,0.04
2020-07-18,Spain,0.04
2020-07-19,Spain,0.04
2020-07-20,Spain,0.05
2020-07-21,Spain,0.05
2020-07-22,Spain,0.05
2020-07-23,Spain,0.05
2020-07-24,Spain,0.05
2020-07-25,Spain,0.05
2020-07-26,Spain,0.06
2020-07-27,Spain,0.06
2020-07-28,Spain,0.06
2020-07-29,Spain,0.06
2020-07-30,Spain,0.06
2020-07-31,Spain,0.07
2020-08-01,Spain,0.07
2020-08-02,Spain,0.07
2020-08-03,Spain,0.07
2020-08-04,Spain,0.08
2020-08-05,Spain,0.08
2020-08-06,Spain,0.08
2020-08-07,Spain,0.08
2020-08-08,Spain,0.08
2020-08-09,Spain,0.08
2020-08-10,Spain,0.09
2020-08-11,Spain,0.09
2020-08-12,Spain,0.09
2020-08-13,Spain,0.09
2020-08-14,Spain,0.1
2020-08-15,Spain,0.1
2020-08-16,Spain,0.1
2020-08-17,Spain,0.1
2020-08-18,Spain,0.1
2020-08-19,Spain,0.1
2020-08-20,Spain,0.11
2020-08-21,Spain,0.11
2020-08-22,Spain,0.11
2020-08-23,Spain,0.11
2020-08-24,Spain,0.11
2020-08-25,Spain,0.11
2020-08-26,Spain,0.11
2020-08-27,Spain,0.11
2020-08-28,Spain,0.11
2020-08-29,Spain,0.11
2020-08-30,Spain,0.12
2020-08-31,Spain,0.11
2020-09-01,Spain,0.11
2020-09-02,Spain,0.11
2020-09-03,Spain,0.11
2020-09-04,Spain,0.11
2020-09-05,Spain,0.11
2020-09-06,Spain,0.12
2020-09-07,Spain,0.12
2020-09-08,Spain,0.12
2020-09-09,Spain,0.12
2020-09-10,Spain,0.13
2020-09-11,Spain,0.13
2020-09-12,Spain,0.13
2020-09-13,Spain,0.13
2020-09-14,Spain,0.13
2020-09-15,Spain,0.13
2020-09-16,Spain,0.13
2020-09-17,Spain,0.13
2020-09-18,Spain,0.13
2020-09-19,Spain,0.12
2020-09-20,Spain,0.12
2020-09-21,Spain,0.12
2020-09-22,Spain,0.12
2020-09-23,Spain,0.12
2020-09-24,Spain,0.11
2020-09-25,Spain,0.11
2020-09-26,Spain,0.11
2020-09-27,Spain,0.11
2020-09-28,Spain,0.11
2020-09-29,Spain,0.11
2020-09-30,Spain,0.11
2020-10-01,Spain,0.1
2020-10-02,Spain,0.1
2020-10-03,Spain,0.1
2020-10-04,Spain,0.1
2020-10-05,Spain,0.1
2020-10-06,Spain,0.1
2020-10-07,Spain,0.1
2020-10-08,Spain,0.11
2020-10-09,Spain,0.11
2020-10-10,Spain,0.11
2020-10-11,Spain,0.11
2020-10-12,Spain,0.11
2020-10-13,Spain,0.12
2020-10-14,Spain,0.12
2020-10-15,Spain,0.12
2020-10-16,Spain,0.12
2020-10-17,Spain,0.12
2020-10-18,Spain,0.12
2020-10-19,Spain,0.12
2020-10-20,Spain,0.12
2020-10-21,Spain,0.13
2020-10-22,Spain,0.13
2020-10-23,Spain,0.13
2020-10-24,Spain,0.14
2020-10-25,Spain,0.14
2020-10-26,Spain,0.14
2020-10-27,Spain,0.14
2020-10-28,Spain,0.14
2020-10-29,Spain,0.14
2020-10-30,Spain,0.14
2020-10-31,Spain,0.14
2020-11-01,Spain,0.13
2020-11-02,Spain,0.13
2020-11-03,Spain,0.13
2020-11-04,Spain,0.13
2020-11-05,Spain,0.14
2020-11-06,Spain,0.14
2020-11-07,Spain,0.13
2020-11-08,Spain,0.13
2020-11-09,Spain,0.13
2020-11-10,Spain,0.13
2020-11-11,Spain,0.13
2020-11-12,Spain,0.13
2020-11-13,Spain,0.12
2020-11-14,Spain,0.12
2020-11-15,Spain,0.12
2020-11-16,Spain,0.12
2020-11-17,Spain,0.11
2020-11-18,Spain,0.11
2020-11-19,Spain,0.11
2020-11-20,Spain,0.11
2020-11-21,Spain,0.1
2020-11-22,Spain,0.1
2020-11-23,Spain,0.1
2020-11-24,Spain,0.1
2020-11-25,Spain,0.1
2020-11-26,Spain,0.09
2020-11-27,Spain,0.09
2020-11-28,Spain,0.08
2020-11-29,Spain,0.08
2020-11-30,Spain,0.08
2020-12-01,Spain,0.08
2020-12-02,Spain,0.08
2020-12-03,Spain,0.08
2020-12-04,Spain,0.08
2020-12-05,Spain,0.08
2020-12-06,Spain,0.08
2020-12-07,Spain,0.07
2020-12-08,Spain,0.07
2020-12-09,Spain,0.07
2020-12-10,Spain,0.08
2020-12-11,Spain,0.08
2020-12-12,Spain,0.08
2020-12-13,Spain,0.08
2020-12-14,Spain,0.08
2020-12-15,Spain,0.08
2020-12-16,Spain,0.08
2020-12-17,Spain,0.08
2020-12-18,Spain,0.08
2020-12-19,Spain,0.08
2020-12-20,Spain,0.08
2020-12-21,Spain,0.08
2020-12-22,Spain,0.08
2020-12-23,Spain,0.08
2020-12-24,Spain,0.09
2020-12-25,Spain,0.09
2020-12-26,Spain,0.09
2020-12-27,Spain,0.09
2020-12-28,Spain,0.1
2020-12-29,Spain,0.11
2020-12-30,Spain,0.12
2020-12-31,Spain,0.13
2021-01-01,Spain,0.13
2021-01-02,Spain,0.13
2021-01-03,Spain,0.14
2021-01-04,Spain,0.14
2021-01-05,Spain,0.15
2021-01-06,Spain,0.16
2021-01-07,Spain,0.16
2021-01-08,Spain,0.16
2021-01-09,Spain,0.17
2021-01-10,Spain,0.17
2021-01-11,Spain,0.17
2021-01-12,Spain,0.17
2021-01-13,Spain,0.17
2021-01-14,Spain,0.17
2021-01-15,Spain,0.18
2021-01-16,Spain,0.18
2021-01-17,Spain,0.18
2021-01-18,Spain,0.17
2021-01-19,Spain,0.17
2021-01-20,Spain,0.17
2021-01-21,Spain,0.17
2021-01-22,Spain,0.16
2021-01-23,Spain,0.16
2021-01-24,Spain,0.16
2021-01-25,Spain,0.16
2021-01-26,Spain,0.15
2021-01-27,Spain,0.15
2021-01-28,Spain,0.14
2021-01-29,Spain,0.14
2021-01-30,Spain,0.14
2021-01-31,Spain,0.13
2021-02-01,Spain,0.13
2021-02-02,Spain,0.12
2021-02-03,Spain,0.12
2021-02-04,Spain,0.12
2021-02-05,Spain,0.11
2021-02-06,Spain,0.11
2021-02-07,Spain,0.1
2021-02-08,Spain,0.1
2021-02-09,Spain,0.09
2021-02-10,Spain,0.09
2021-02-11,Spain,0.09
2021-02-12,Spain,0.08
2021-02-13,Spain,0.08
2021-02-14,Spain,0.08
2021-02-15,Spain,0.08
2021-02-16,Spain,0.08
2021-02-17,Spain,0.08
2021-02-18,Spain,0.08
2021-02-19,Spain,0.08
2021-02-20,Spain,0.08
2021-02-21,Spain,0.07
2021-02-22,Spain,0.07
2021-02-23,Spain,0.07
2021-02-24,Spain,0.07
2021-02-25,Spain,0.07
2021-02-26,Spain,0.06
2021-02-27,Spain,0.06
2021-02-28,Spain,0.06
2021-03-01,Spain,0.06
2021-03-02,Spain,0.06
2021-03-03,Spain,0.06
2021-03-04,Spain,0.06
2021-03-05,Spain,0.06
2021-03-06,Spain,0.06
2021-03-07,Spain,0.06
2021-03-08,Spain,0.06
2021-03-09,Spain,0.06
2021-03-10,Spain,0.06
2021-03-11,Spain,0.06
2021-03-12,Spain,0.06
2021-03-13,Spain,0.06
2021-03-14,Spain,0.06
2021-03-15,Spain,0.06
2021-03-16,Spain,0.06
2021-03-17,Spain,0.06
2021-03-18,Spain,0.06
2021-03-19,Spain,0.06
2021-03-20,Spain,0.06
2021-03-21,Spain,0.06
2021-03-22,Spain,0.06
2021-03-23,Spain,0.06
2021-03-24,Spain,0.06
2021-03-25,Spain,0.06
2021-03-26,Spain,0.06
2021-03-27,Spain,0.06
2021-03-28,Spain,0.06
2021-03-29,Spain,0.06
2021-03-30,Spain,0.07
2021-03-31,Spain,0.07
2021-04-01,Spain,0.07
2021-04-02,Spain,0.08
2021-04-03,Spain,0.08
2021-04-04,Spain,0.08
2021-04-05,Spain,0.08
2021-04-06,Spain,0.08
2021-04-07,Spain,0.08
2021-04-08,Spain,0.08
2021-04-09,Spain,0.08
2021-04-10,Spain,0.08
2021-04-11,Spain,0.08
2021-04-12,Spain,0.08
2021-04-13,Spain,0.08
2021-04-14,Spain,0.08
2021-04-15,Spain,0.08
2021-04-16,Spain,0.08
2021-04-17,Spain,0.08
2021-04-18,Spain,0.08
2021-04-19,Spain,0.08
2021-04-20,Spain,0.08
2021-04-21,Spain,0.08
2021-04-22,Spain,0.08
2021-04-23,Spain,0.08
2021-04-24,Spain,0.08
2021-04-25,Spain,0.08
2021-04-26,Spain,0.08
2021-04-27,Spain,0.07
2021-04-28,Spain,0.07
2021-04-29,Spain,0.07
2021-04-30,Spain,0.07
2021-05-01,Spain,0.07
2021-05-02,Spain,0.07
2021-05-03,Spain,0.07
2021-05-04,Spain,0.07
2021-05-05,Spain,0.06
2021-05-06,Spain,0.06
2021-05-07,Spain,0.06
2021-05-08,Spain,0.06
2021-05-09,Spain,0.06
2021-05-10,Spain,0.06
2021-05-11,Spain,0.06
2021-05-12,Spain,0.06
2021-05-13,Spain,0.06
2021-05-14,Spain,0.05
2021-05-15,Spain,0.05
2021-05-16,Spain,0.05
2021-05-17,Spain,0.05
2021-05-18,Spain,0.05
2021-05-19,Spain,0.05
2021-05-20,Spain,0.05
2021-05-21,Spain,0.05
2021-05-22,Spain,0.05
2021-05-23,Spain,0.05
2021-05-24,Spain,0.05
2021-05-25,Spain,0.05
2021-05-26,Spain,0.05
2021-05-27,Spain,0.05
2021-05-28,Spain,0.05
2021-05-29,Spain,0.05
2021-05-30,Spain,0.05
2021-05-31,Spain,0.05
2021-06-01,Spain,0.05
2021-06-02,Spain,0.05
2021-06-03,Spain,0.05
2021-06-04,Spain,0.05
2021-06-05,Spain,0.05
2021-06-06,Spain,0.05
2021-06-07,Spain,0.05
2021-06-08,Spain,0.04
2021-06-09,Spain,0.04
2021-06-10,Spain,0.04
2021-06-11,Spain,0.04
2021-06-12,Spain,0.04
2021-06-13,Spain,0.04
2021-06-14,Spain,0.04
2021-06-15,Spain,0.04
2021-06-16,Spain,0.04
2021-06-17,Spain,0.04
2021-06-18,Spain,0.04
2021-06-19,Spain,0.04
2021-06-20,Spain,0.04
2021-06-21,Spain,0.04
2021-06-22,Spain,0.04
2021-06-23,Spain,0.05
2021-06-24,Spain,0.05
2021-06-25,Spain,0.05
2021-06-26,Spain,0.05
2021-06-27,Spain,0.06
2021-06-28,Spain,0.06
2021-06-29,Spain,0.07
2021-06-30,Spain,0.08
2021-07-01,Spain,0.09
2021-07-02,Spain,0.1
2021-07-03,Spain,0.1
2021-07-04,Spain,0.1
2021-07-05,Spain,0.11
2021-07-06,Spain,0.12
2021-07-07,Spain,0.13
2021-07-08,Spain,0.13
2021-07-09,Spain,0.14
2021-07-10,Spain,0.14
2021-07-11,Spain,0.14
2021-07-12,Spain,0.15
2021-07-13,Spain,0.15
2021-07-14,Spain,0.15
2021-07-15,Spain,0.15
2021-07-16,Spain,0.16
2021-07-17,Spain,0.16
2021-07-18,Spain,0.16
2021-07-19,Spain,0.16
2021-07-20,Spain,0.16
2021-07-21,Spain,0.16
2021-07-22,Spain,0.16
2021-07-23,Spain,0.16
2021-07-24,Spain,0.16
2021-07-25,Spain,0.16
2021-07-26,Spain,0.16
2021-07-27,Spain,0.16
2021-07-28,Spain,0.16
2021-07-29,Spain,0.16
2021-07-30,Spain,0.15
2021-07-31,Spain,0.15
2021-08-01,Spain,0.15
2021-08-02,Spain,0.15
2021-08-03,Spain,0.14
2021-08-04,Spain,0.14
2021-08-05,Spain,0.14
2021-08-06,Spain,0.14
2021-08-07,Spain,0.14
2021-08-08,Spain,0.14
2021-08-09,Spain,0.14
2021-08-10,Spain,0.13
2021-08-11,Spain,0.13
2021-08-12,Spain,0.13
2021-08-13,Spain,0.12
2021-08-14,Spain,0.12
2021-08-15,Spain,0.12
2021-08-16,Spain,0.12
2021-08-17,Spain,0.11
2021-08-18,Spain,0.11
2021-08-19,Spain,0.11
2021-08-20,Spain,0.1
2021-08-21,Spain,0.1
2021-08-22,Spain,0.1
2021-08-23,Spain,0.1
2021-08-24,Spain,0.1
2021-08-25,Spain,0.1
2021-08-26,Spain,0.09
2021-08-27,Spain,0.09
2021-08-28,Spain,0.08
2021-08-29,Spain,0.08
2021-08-30,Spain,0.08
2021-08-31,Spain,0.07
2021-09-01,Spain,0.07
2021-09-02,Spain,0.07
2021-09-03,Spain,0.06
2021-09-04,Spain,0.06
2021-09-05,Spain,0.06
2021-09-06,Spain,0.06
2021-09-07,Spain,0.06
2021-09-08,Spain,0.06
2021-09-09,Spain,0.05
2021-09-10,Spain,0.05
2021-09-11,Spain,0.05
2021-09-12,Spain,0.05
2021-09-13,Spain,0.05
2021-09-14,Spain,0.04
2021-09-15,Spain,0.04
2021-09-16,Spain,0.04
2021-09-17,Spain,0.04
2021-09-18,Spain,0.04
2021-09-19,Spain,0.04
2021-09-20,Spain,0.04
2021-09-21,Spain,0.03
2021-09-22,Spain,0.03
2021-09-23,Spain,0.03
2021-09-24,Spain,0.03
2021-09-25,Spain,0.03
2021-09-26,Spain,0.03
2021-09-27,Spain,0.03
2021-09-28,Spain,0.03
2021-09-29,Spain,0.02
2021-09-30,Spain,0.02
2021-10-01,Spain,0.02
2021-10-02,Spain,0.02
2021-10-03,Spain,0.02
2021-10-04,Spain,0.02
2021-10-05,Spain,0.02
2021-10-06,Spain,0.02
2021-10-07,Spain,0.02
2021-10-08,Spain,0.02
2021-10-09,Spain,0.02
2021-10-10,Spain,0.02
2021-10-11,Spain,0.02
2021-10-12,Spain,0.02
2021-10-13,Spain,0.02
2021-10-14,Spain,0.02
2021-10-15,Spain,0.02
2021-10-16,Spain,0.02
2021-10-17,Spain,0.02
2021-10-18,Spain,0.02
2021-10-19,Spain,0.02
2021-10-20,Spain,0.02
2021-10-21,Spain,0.02
2021-10-22,Spain,0.02
2021-10-23,Spain,0.02
2021-10-24,Spain,0.02
2021-10-25,Spain,0.02
2021-10-26,Spain,0.03
2021-10-27,Spain,0.02
2021-10-28,Spain,0.03
2021-10-29,Spain,0.03
2021-10-30,Spain,0.03
2021-10-31,Spain,0.03
2021-11-01,Spain,0.03
2021-11-02,Spain,0.03
2021-11-03,Spain,0.03
2021-11-04,Spain,0.03
2021-11-05,Spain,0.03
2021-11-06,Spain,0.03
2021-11-07,Spain,0.03
2021-11-08,Spain,0.04
2021-11-09,Spain,0.04
2021-11-10,Spain,0.04
2021-11-11,Spain,0.04
2021-11-12,Spain,0.04
2021-11-13,Spain,0.04
2021-11-14,Spain,0.04
2021-11-15,Spain,0.04
2021-11-16,Spain,0.05
2021-11-17,Spain,0.05
2021-11-18,Spain,0.05
2021-11-19,Spain,0.06
2021-11-20,Spain,0.06
2021-11-21,Spain,0.06
2021-11-22,Spain,0.06
2021-11-23,Spain,0.06
2021-11-24,Spain,0.07
2021-11-25,Spain,0.07
2021-11-26,Spain,0.07
2021-11-27,Spain,0.07
2021-11-28,Spain,0.07
2021-11-29,Spain,0.08
2021-11-30,Spain,0.08
2021-12-01,Spain,0.08
2021-12-02,Spain,0.08
2021-12-03,Spain,0.08
2021-12-04,Spain,0.09
2021-12-05,Spain,0.09
2021-12-06,Spain,0.09
2021-12-07,Spain,0.1
2021-12-08,Spain,0.1
2021-12-09,Spain,0.11
2021-12-10,Spain,0.12
2021-12-11,Spain,0.12
2021-12-12,Spain,0.12
2021-12-13,Spain,0.13
2021-12-14,Spain,0.13
2021-12-15,Spain,0.14
2021-12-16,Spain,0.14
2021-12-17,Spain,0.14
2021-12-18,Spain,0.15
2021-12-19,Spain,0.15
2021-12-20,Spain,0.16
2021-12-21,Spain,0.16
2021-12-22,Spain,0.17
2021-12-23,Spain,0.18
2021-12-24,Spain,0.19
2021-12-25,Spain,0.2
2021-12-26,Spain,0.21
2021-12-27,Spain,0.23
2021-12-28,Spain,0.25
2021-12-29,Spain,0.27
2021-12-30,Spain,0.29
2021-12-31,Spain,0.31
2022-01-01,Spain,0.31
2022-01-02,Spain,0.32
2022-01-03,Spain,0.33
2022-01-04,Spain,0.35
2022-01-05,Spain,0.36
2022-01-06,Spain,0.37
2022-01-07,Spain,0.38
2022-01-08,Spain,0.38
2022-01-09,Spain,0.39
2022-01-10,Spain,0.4
2022-01-11,Spain,0.4
2022-01-12,Spain,0.4
2022-01-13,Spain,0.39
2022-01-14,Spain,0.38
2022-01-15,Spain,0.38
2022-01-16,Spain,0.38
2022-01-17,Spain,0.37
2022-01-18,Spain,0.36
2022-01-19,Spain,0.36
2022-01-20,Spain,0.36
2022-01-21,Spain,0.36
2022-01-22,Spain,0.36
2022-01-23,Spain,0.35
2022-01-24,Spain,0.35
2022-01-25,Spain,0.35
2022-01-26,Spain,0.34
2022-01-27,Spain,0.34
2022-01-28,Spain,0.34
2022-01-29,Spain,0.33
2022-01-30,Spain,0.33
2022-01-31,Spain,0.32
2022-02-01,Spain,0.31
2022-02-02,Spain,0.3
2022-02-03,Spain,0.3
2022-02-04,Spain,0.29
2022-02-05,Spain,0.29
2022-02-06,Spain,0.28
2022-02-07,Spain,0.28
2022-02-08,Spain,0.28
2022-02-09,Spain,0.27
2022-02-10,Spain,0.26
2022-02-11,Spain,0.26
2022-02-12,Spain,0.25
2022-02-13,Spain,0.25
2022-02-14,Spain,0.24
2022-02-15,Spain,0.23
2022-02-16,Spain,0.22
2022-02-17,Spain,0.21
2022-02-18,Spain,0.2
2022-02-19,Spain,0.2
2022-02-20,Spain,0.2
2022-02-21,Spain,0.19
2022-02-22,Spain,0.18
2022-02-23,Spain,0.18
2022-02-24,Spain,0.18
2022-02-25,Spain,0.17
2022-02-26,Spain,0.17
2022-02-27,Spain,0.17
2022-02-28,Spain,0.17
2022-03-01,Spain,0.16
2022-03-02,Spain,0.16
2022-03-03,Spain,0.17
2022-03-04,Spain,0.17
2022-03-05,Spain,0.17
2022-03-06,Spain,0.17
2022-03-07,Spain,0.17
2022-03-08,Spain,0.17
2022-03-09,Spain,0.17
2022-03-10,Spain,0.17
2022-03-11,Spain,0.17
2022-03-12,Spain,0.17
2022-03-13,Spain,0.17
2022-03-14,Spain,0.17
2022-03-15,Spain,0.17
2022-03-16,Spain,0.18
2022-03-17,Spain,0.18
2022-03-18,Spain,0.18
2022-03-19,Spain,0.18
2022-03-20,Spain,0.18
2022-03-21,Spain,0.18
2022-03-22,Spain,0.18
2022-03-23,Spain,0.18
2022-03-24,Spain,0.19
2022-03-25,Spain,0.19
2022-03-26,Spain,0.19
2022-03-27,Spain,0.19
2022-03-28,Spain,0.18
2022-03-29,Spain,0.18
2022-03-30,Spain,0.18
2022-03-31,Spain,0.18
2022-04-01,Spain,0.17
2022-04-02,Spain,0.17
2022-04-03,Spain,0.17
2022-04-04,Spain,0.17
2022-04-05,Spain,0.18
2022-04-06,Spain,0.18
2022-04-07,Spain,0.18
2022-04-08,Spain,0.18
2022-04-09,Spain,0.19
2022-04-10,Spain,0.19
2022-04-11,Spain,0.2
2022-04-12,Spain,0.21
2022-04-13,Spain,0.22
2022-04-14,Spain,0.23
2022-04-15,Spain,0.23
2022-04-16,Spain,0.24
2022-04-17,Spain,0.24
2022-04-18,Spain,0.25
2022-04-19,Spain,0.25
2022-04-20,Spain,0.25
2022-04-21,Spain,0.26
2022-04-22,Spain,0.27
2022-04-23,Spain,0.27
2022-04-24,Spain,0.27
2022-04-25,Spain,0.27
2022-04-26,Spain,0.28
2022-04-27,Spain,0.29
2022-04-28,Spain,0.29
2022-04-29,Spain,0.3
2022-04-30,Spain,0.3
2022-05-01,Spain,0.3
2022-05-02,Spain,0.3
2022-05-03,Spain,0.3
2022-05-04,Spain,0.3
2022-05-05,Spain,0.3
2022-05-06,Spain,0.31
2022-05-07,Spain,0.31
2022-05-08,Spain,0.3
2022-05-09,Spain,0.31
2022-05-10,Spain,0.31
2022-05-11,Spain,0.31
2022-05-12,Spain,0.31
2022-05-13,Spain,0.31
2022-05-14,Spain,0.31
2022-05-15,Spain,0.3
2022-05-16,Spain,0.3
2022-05-17,Spain,0.3
2022-05-18,Spain,0.3
2022-05-19,Spain,0.29
2022-05-20,Spain,0.29
2022-05-21,Spain,0.29
2022-05-22,Spain,0.29
2022-05-23,Spain,0.28
2022-05-24,Spain,0.28
2022-05-25,Spain,0.27
2022-05-26,Spain,0.26
2022-05-27,Spain,0.26
2022-05-28,Spain,0.26
2022-05-29,Spain,0.26
2022-05-30,Spain,0.26
2022-05-31,Spain,0.26
2022-06-01,Spain,0.26
2022-06-02,Spain,0.26
2022-06-03,Spain,0.27
2022-06-04,Spain,0.27
2022-06-05,Spain,0.27
2022-06-06,Spain,0.27
2022-06-07,Spain,0.27
2022-06-08,Spain,0.28
2022-06-09,Spain,0.28
2022-06-10,Spain,0.28
2022-06-11,Spain,0.28
2022-06-12,Spain,0.28
2022-06-13,Spain,0.28
2022-06-14,Spain,0.29
2022-06-15,Spain,0.3
2022-06-16,Spain,0.31
2022-06-17,Spain,0.31
